,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,15,27,24,89,33,24,3,6,48,12,82,6
C#,24,12,15,48,10,15,29,15,24,7,87,9
D,6,6,7,75,61,14,1,3,6,27,21,24
D#,133,105,45,17,8,64,13,34,28,9,89,6
E,36,21,7,10,22,29,6,26,7,9,41,33
F,121,9,33,90,57,21,3,21,55,3,23,13
F#,6,20,2,3,28,6,17,6,15,3,7,2
G,5,41,24,101,11,46,8,15,21,5,55,8
G#,51,18,18,46,21,46,15,41,65,9,25,6
A,3,6,1,6,3,3,2,24,6,25,15,11
A#,87,36,8,37,35,13,9,126,72,9,53,11
B,12,6,6,18,1,6,1,5,5,16,8,4
