,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,8,17,2,9,17,2,4,14,2,8,5,2
C#,1,30,35,3,12,4,26,9,17,16,42,3
D,2,4,7,7,1,9,25,6,4,59,23,23
D#,2,1,2,10,13,4,6,4,6,3,26,22
E,10,22,22,11,8,7,5,27,11,6,11,21
F,6,28,5,3,4,12,34,2,2,1,5,8
F#,12,49,23,28,8,4,92,20,5,16,38,23
G,16,16,2,10,47,3,11,2,4,2,3,10
G#,1,2,2,14,1,10,13,5,8,6,5,15
A,2,10,61,2,5,6,11,7,15,5,18,19
A#,12,24,2,7,2,21,69,5,7,5,34,26
B,21,11,11,4,6,30,35,17,10,2,6,16
