,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,61,2,2,35,2,8,7,12,13,22,10,2
C#,11,3,2,12,14,17,10,4,5,16,8,4
D,3,2,67,7,3,33,26,6,1,7,88,22
D#,61,25,4,116,3,7,9,46,3,10,14,19
E,1,16,4,2,32,4,1,4,4,3,1,15
F,6,22,45,9,3,132,1,4,2,17,33,5
F#,4,2,34,7,1,6,65,4,1,1,12,3
G,13,2,6,48,2,7,5,71,3,6,26,9
G#,6,2,5,5,2,4,1,2,51,1,5,2
A,18,11,2,10,3,21,3,9,2,82,18,4
A#,2,23,83,23,5,32,17,17,6,18,247,5
B,1,6,13,18,42,3,2,16,3,2,15,39
