,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,6,4,8,3,2,15,1,7,1,3,4,6
C#,3,37,2,8,11,42,23,9,40,5,29,9
D,1,1,41,1,16,1,54,20,11,15,1,30
D#,8,6,11,34,6,5,3,5,10,2,29,8
E,2,13,2,11,26,2,7,2,15,18,4,12
F,13,44,1,4,4,64,1,5,16,7,13,1
F#,8,21,31,1,5,2,18,9,3,5,1,9
G,2,13,12,4,2,30,12,2,5,9,10,42
G#,8,43,5,11,7,11,5,2,83,4,8,5
A,1,5,22,6,21,11,1,13,10,18,2,3
A#,2,27,7,24,5,22,3,5,11,1,46,4
B,2,4,51,2,16,16,11,25,4,12,2,43
