,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,8,2,8,17,3,20,4,6,17,17,13,2
C#,32,43,14,19,14,64,23,3,64,7,102,2
D,10,12,42,5,61,29,12,22,1,44,151,24
D#,23,34,11,36,6,4,14,6,17,91,2,6
E,10,3,1,8,15,4,8,3,3,3,27,1
F,8,153,77,84,10,51,3,12,22,8,40,13
F#,23,25,12,6,6,66,3,9,6,18,11,2
G,11,4,34,6,4,14,3,42,3,14,29,1
G#,10,24,1,13,5,48,39,8,55,6,12,5
A,21,3,36,13,5,80,18,19,6,10,21,11
A#,6,57,95,4,13,88,6,35,18,21,28,2
B,4,6,6,1,1,6,1,5,5,16,3,2
