,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,108,4,122,174,69,56,14,80,26,58,79,24
C#,9,30,43,19,34,10,6,14,7,16,3,10
D,96,30,229,124,80,285,95,249,10,62,74,87
D#,83,7,67,131,7,100,16,175,47,28,70,9
E,15,40,65,6,41,21,34,127,3,49,8,18
F,49,3,99,65,28,40,7,65,55,193,127,2
F#,6,8,44,15,29,6,33,31,5,127,2,24
G,101,23,86,69,80,68,42,237,34,150,340,43
G#,71,16,6,22,5,22,4,47,49,5,42,2
A,153,33,228,25,29,58,42,116,2,207,68,17
A#,94,3,282,84,20,64,30,124,44,62,132,8
B,29,4,149,6,10,3,7,9,4,21,2,45
