,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,137,61,13,65,18,44,29,34,66,5,62,16
C#,55,94,12,96,45,47,24,25,48,6,104,64
D,18,20,55,30,8,32,12,21,31,10,25,28
D#,72,131,31,260,48,72,28,45,101,27,58,67
E,12,33,14,54,98,15,48,29,42,20,23,30
F,38,40,33,85,26,88,28,51,46,13,57,24
F#,19,37,20,60,47,30,112,10,46,18,37,60
G,36,25,17,40,23,45,20,75,47,15,69,11
G#,57,44,40,97,47,79,54,46,128,17,65,47
A,20,14,9,20,6,15,13,16,21,28,17,11
A#,76,85,26,62,18,47,56,55,76,16,137,36
B,10,36,20,71,34,15,72,16,68,15,37,86
