,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,92,4,1,185,16,3,4,6,30,4,19,19
C#,19,89,29,80,17,10,18,45,33,1,14,51
D,5,26,10,11,6,35,15,1,1,2,1,4
D#,47,96,10,337,20,19,78,86,281,5,59,78
E,10,7,2,78,62,1,18,1,18,3,2,3
F,3,12,6,29,3,24,1,7,34,2,4,16
F#,3,6,1,45,54,1,90,2,9,23,19,37
G,4,74,1,25,5,22,2,17,15,1,29,2
G#,172,14,2,137,11,1,26,13,160,31,9,94
A,2,1,92,19,2,1,12,28,2,6,6,47
A#,4,73,5,40,15,2,9,17,43,1,53,4
B,1,1,1,130,6,2,32,1,45,2,50,82
