,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,62,4,5,97,17,21,1,31,101,8,11,3
C#,2,32,2,39,4,22,4,11,32,6,23,1
D,4,2,4,1,5,6,1,11,8,2,6,4
D#,94,31,4,115,1,17,3,22,142,5,30,2
E,17,4,3,1,17,2,11,11,15,7,3,3
F,20,22,6,15,52,19,4,15,22,5,22,7
F#,1,3,1,1,11,15,4,1,4,5,1,1
G,30,14,4,22,9,12,11,31,5,4,17,11
G#,109,20,10,132,14,29,2,4,115,1,23,7
A,7,5,3,9,6,2,5,2,2,8,11,2
A#,15,36,3,30,3,17,4,19,12,2,17,5
B,5,1,11,4,7,6,1,29,8,2,1,7
