,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,64,10,6,24,21,63,23,11,4,22,6,14
C#,49,67,21,7,76,34,22,3,28,46,13,20
D,6,21,10,20,4,16,4,5,2,6,6,1
D#,10,26,11,43,38,9,91,4,11,60,6,32
E,8,18,6,18,18,18,38,18,4,6,6,4
F,28,21,3,10,25,47,56,33,62,55,21,10
F#,14,26,2,56,38,59,114,11,32,109,16,22
G,24,3,1,2,5,30,1,50,4,47,14,12
G#,2,16,2,6,2,13,59,3,55,48,7,41
A,45,163,12,101,5,31,61,29,20,47,28,44
A#,18,15,15,4,2,6,24,25,6,14,26,4
B,28,18,1,50,26,16,7,4,22,27,2,59
