,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,3,1,4,9,10,2,2,2,6,14,4,10
C#,5,10,10,1,49,5,15,6,7,19,6,6
D,7,2,4,10,21,3,5,11,3,2,1,3
D#,5,12,1,6,4,20,2,3,2,9,1,21
E,6,15,16,5,194,6,12,41,40,81,5,26
F,1,1,4,2,5,8,6,18,1,1,1,6
F#,1,9,2,2,14,4,18,18,9,17,1,1
G,2,5,12,8,32,5,9,15,6,2,2,12
G#,4,5,6,12,14,8,2,3,12,28,1,26
A,19,60,3,5,66,4,5,8,11,40,2,15
A#,4,1,1,2,1,4,5,6,1,1,1,1
B,13,9,16,2,23,1,3,12,8,18,1,13
