,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,69,19,18,74,5,18,14,15,21,1,27,6
C#,23,114,2,47,9,33,8,5,37,15,18,7
D,1,6,81,10,6,6,13,16,1,20,17,1
D#,84,47,1,226,3,9,21,18,55,1,15,10
E,4,12,2,11,45,3,3,117,6,7,3,4
F,20,20,4,7,6,58,8,3,40,1,8,6
F#,1,8,3,5,4,15,5,3,37,13,9,1
G,3,3,10,5,15,3,5,5,24,22,14,2
G#,10,59,9,55,3,19,38,25,133,2,49,3
A,1,4,16,9,15,1,14,19,3,46,5,1
A#,33,24,57,20,1,12,1,4,48,5,22,13
B,12,1,16,96,1,8,4,2,1,4,2,6
