,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,150,43,22,66,20,49,17,41,71,9,46,10
C#,39,99,8,83,74,59,37,29,57,16,96,38
D,15,19,48,24,20,35,8,12,35,15,31,30
D#,80,110,19,235,30,62,96,64,82,20,72,63
E,23,70,10,39,59,5,43,36,41,16,51,28
F,33,65,43,80,15,109,20,42,46,11,44,16
F#,18,32,22,91,46,18,84,12,39,21,40,83
G,39,33,17,60,25,27,28,87,32,14,46,13
G#,73,38,35,95,43,66,39,21,160,11,64,64
A,10,7,11,20,16,14,21,11,15,32,15,14
A#,60,83,23,65,36,59,42,50,71,9,150,38
B,4,36,34,75,37,21,71,16,59,12,31,82
