,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,17,4,28,4,29,13,4,20,1,8,46,25
C#,2,5,4,17,27,7,6,9,2,8,4,13
D,20,12,18,6,26,2,10,20,4,4,2,16
D#,17,2,9,4,8,9,26,18,2,12,30,3
E,5,10,19,2,44,6,29,26,44,72,2,18
F,10,3,8,4,16,8,2,10,2,8,71,2
F#,21,2,2,4,31,6,12,4,22,26,8,11
G,30,14,8,6,4,18,4,24,2,8,6,24
G#,8,6,12,7,11,4,8,2,3,10,4,22
A,24,28,18,6,37,4,3,20,11,19,2,39
A#,42,6,5,6,2,4,1,11,9,7,3,4
B,29,15,13,4,42,6,6,16,2,37,1,6
