,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,87,30,25,3,5,7,9,4,4,12,11,18
C#,9,11,63,18,13,5,3,3,4,22,6,43
D,27,47,28,10,46,5,10,2,6,3,2,22
D#,4,12,7,13,38,13,4,1,2,10,116,2
E,7,16,48,19,40,43,64,7,9,21,1,10
F,7,2,8,6,25,21,20,24,8,9,1,7
F#,7,4,2,18,61,8,24,16,29,12,4,8
G,6,4,4,81,14,15,13,47,16,18,3,2
G#,3,6,8,4,7,7,26,5,58,79,6,6
A,6,24,9,1,19,6,20,15,64,52,36,47
A#,12,4,123,3,27,1,2,10,1,12,4,30
B,35,41,8,4,16,11,86,7,12,60,5,105
