,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,9,32,33,18,312,127,39,12,38,3,24,91
C#,50,31,53,6,126,84,12,94,17,42,53,55
D,42,70,193,27,138,125,328,33,31,128,27,31
D#,3,48,24,6,21,72,18,12,91,18,39,35
E,141,55,105,5,149,17,72,112,68,115,15,31
F,3,9,33,18,18,27,9,18,58,75,96,36
F#,33,10,222,45,147,3,74,32,13,219,49,15
G,24,6,27,12,12,13,88,25,11,142,14,9
G#,109,9,78,23,16,13,8,3,66,56,18,26
A,297,205,261,48,92,63,107,31,48,422,38,43
A#,15,149,109,32,36,33,5,7,34,28,50,14
B,3,41,35,85,26,16,22,4,22,65,12,46
