,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,12,2,2,12,5,14,8,6,7,11,8,5
C#,2,31,7,13,20,1,21,12,18,21,16,10
D,6,4,7,3,4,6,6,5,13,11,3,12
D#,8,13,2,14,12,5,10,8,11,8,8,9
E,3,31,7,8,18,6,10,7,16,12,11,10
F,9,5,7,4,3,14,2,3,1,14,7,11
F#,10,24,9,10,13,3,16,4,10,17,9,12
G,6,9,2,9,9,5,7,4,4,8,11,9
G#,8,18,11,10,17,6,14,6,16,3,6,7
A,13,13,10,8,15,12,21,8,4,12,5,6
A#,7,9,2,10,15,4,7,13,8,5,11,4
B,3,13,14,7,7,4,15,7,14,6,4,10
