,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,134,18,13,6,8,22,1,21,37,4,13,6
C#,17,117,1,4,10,8,5,2,2,26,24,2
D,4,2,5,8,6,2,22,8,3,10,6,7
D#,7,4,1,20,4,1,27,11,4,20,4,1
E,13,4,2,1,16,9,3,5,2,2,3,2
F,21,9,5,1,9,153,7,10,22,6,5,6
F#,4,3,1,22,2,1,32,11,3,24,4,9
G,28,1,6,14,7,14,7,44,13,3,8,3
G#,31,8,4,1,5,24,3,19,81,2,1,1
A,4,19,11,32,1,3,33,5,2,9,2,19
A#,6,16,1,1,6,4,5,7,9,6,29,6
B,8,2,4,3,2,4,5,5,1,26,1,16
