,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,113,14,52,22,73,52,19,77,18,55,37,8
C#,16,24,10,9,23,20,3,10,14,15,18,1
D,48,6,58,9,24,52,23,57,10,34,30,32
D#,31,4,8,12,7,12,17,12,13,12,13,1
E,74,18,23,3,58,23,4,64,9,33,28,9
F,49,18,63,16,35,64,9,39,21,49,24,19
F#,15,2,22,13,2,7,15,6,5,23,12,3
G,77,19,63,10,60,50,8,101,12,37,34,34
G#,18,12,4,20,4,32,1,14,17,11,5,7
A,56,22,42,8,28,52,17,42,9,49,21,12
A#,27,23,20,18,19,24,6,47,7,27,41,5
B,17,1,18,5,9,18,3,36,10,13,1,24
