,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,15,2,10,1,8,14,5,11,38,16,10,1
C#,2,1,2,21,2,115,41,1,51,1,7,3
D,11,1,1,2,5,11,2,9,1,3,7,1
D#,16,8,1,69,2,18,1,2,55,2,2,7
E,6,1,2,2,1,13,47,8,46,7,29,1
F,21,12,9,6,13,12,20,8,151,9,7,1
F#,22,23,5,10,39,1,25,22,13,2,101,19
G,9,9,4,2,7,13,3,4,10,17,3,53
G#,1,142,6,45,11,31,13,1,61,4,10,64
A,19,1,10,14,1,9,3,11,1,13,6,2
A#,3,1,5,1,2,8,17,7,12,8,3,1
B,2,18,1,45,1,10,3,13,8,1,2,1
