,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,65,22,21,10,72,42,30,36,13,97,46,65
C#,24,36,36,11,9,5,23,11,10,33,31,24
D,70,31,51,13,43,40,22,44,19,61,13,76
D#,35,16,18,18,29,1,11,10,9,20,3,14
E,104,36,88,24,109,40,27,35,32,76,13,66
F,33,11,58,10,67,50,20,6,8,37,9,28
F#,19,23,24,48,41,14,24,25,26,29,2,13
G,40,17,31,4,49,43,30,58,20,28,26,26
G#,11,12,16,11,39,14,32,15,28,71,3,20
A,59,26,67,24,99,55,47,47,59,102,17,49
A#,13,6,19,1,20,8,3,52,3,28,6,20
B,47,17,54,10,72,25,19,33,45,69,10,43
