,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,71,43,9,35,17,24,15,2,20,26,69,4
C#,65,75,41,37,23,9,21,1,16,16,29,23
D,22,13,92,76,9,27,5,19,21,8,61,59
D#,29,69,58,252,32,59,134,10,36,49,126,45
E,16,19,12,18,49,56,20,6,18,4,22,12
F,9,23,77,122,12,277,197,13,29,2,38,9
F#,12,30,19,165,25,162,233,16,61,15,54,43
G,17,11,4,18,10,30,9,56,22,9,10,1
G#,13,12,27,45,28,38,88,21,165,34,62,15
A,19,14,2,17,15,33,24,13,12,33,52,3
A#,26,34,40,88,27,76,54,28,106,40,401,245
B,35,24,23,26,6,14,35,1,42,11,241,155
