,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,37,50,27,18,1,3,1,4,35,20,21,27
C#,48,55,6,12,6,2,31,13,11,16,4,9
D,30,10,6,8,1,1,13,1,2,2,6,2
D#,19,14,7,226,2,20,9,12,47,1,6,3
E,1,2,4,8,1,2,1,61,8,8,1,10
F,2,4,1,23,2,3,4,1,20,1,2,5
F#,3,19,13,6,2,14,16,2,8,11,6,14
G,7,13,61,7,80,1,1,4,13,40,17,5
G#,35,16,2,48,8,14,15,15,46,17,45,15
A,18,16,49,2,2,10,7,44,27,11,1,7
A#,16,6,8,10,1,1,5,13,47,2,15,18
B,1,8,6,1,9,6,11,4,12,11,19,10
