,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,32,7,26,2,2,16,10,4,33,23,8,26
C#,4,40,3,4,46,8,16,4,2,44,4,21
D,25,2,6,4,19,4,5,23,4,16,17,4
D#,6,2,2,29,2,4,2,3,19,2,5,6
E,2,32,8,10,40,12,4,4,18,48,4,12
F,4,8,8,4,16,69,4,2,10,13,2,2
F#,4,12,1,4,5,8,16,10,4,31,4,4
G,6,10,16,6,4,10,9,42,7,8,12,6
G#,2,7,8,22,8,4,6,8,9,14,3,2
A,79,60,18,4,38,3,22,17,5,71,6,8
A#,12,4,19,3,8,4,3,8,2,4,7,4
B,18,1,10,10,8,4,2,6,8,5,4,4
