,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,151,18,79,135,27,39,12,90,62,37,48,56
C#,24,10,3,14,1,30,2,1,11,3,15,8
D,100,16,120,48,7,29,17,113,13,18,33,45
D#,100,24,64,72,8,27,19,77,85,11,21,13
E,27,1,14,5,15,8,5,20,7,5,3,7
F,31,14,25,52,8,40,8,72,24,11,27,4
F#,8,2,12,13,7,3,32,40,2,10,1,14
G,116,8,96,75,15,79,25,739,37,20,35,56
G#,89,16,12,68,5,17,7,50,71,7,22,6
A,28,4,23,7,12,9,7,31,6,38,19,23
A#,17,24,45,22,1,28,3,24,46,22,84,4
B,63,1,50,10,13,7,7,43,6,25,11,19
