,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,34,81,6,26,3,2,4,3,78,3,11,7
C#,64,124,8,50,26,25,30,45,102,38,46,21
D,6,13,5,7,7,7,7,6,11,8,3,2
D#,22,75,10,83,21,38,65,20,51,23,31,4
E,4,53,10,29,63,1,29,17,38,26,7,7
F,7,28,12,30,9,34,45,5,25,6,4,7
F#,26,32,3,71,35,44,35,14,62,34,12,14
G,9,28,8,19,24,7,20,28,19,12,19,15
G#,47,91,8,63,48,35,78,15,181,37,25,5
A,14,19,10,21,19,5,40,12,55,37,2,13
A#,20,33,3,36,14,14,10,16,7,12,20,1
B,5,3,1,8,4,8,5,18,4,31,6,79
