,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,58,1,4,27,20,20,4,17,4,16,14,16
C#,6,3,2,2,4,2,8,1,2,2,11,14
D,10,2,66,9,12,29,4,8,18,3,46,2
D#,22,4,18,95,1,7,6,31,2,15,14,2
E,2,4,4,1,6,3,2,4,4,1,1,15
F,19,3,25,21,3,71,2,10,6,17,31,1
F#,5,4,2,1,1,2,8,2,11,2,5,2
G,20,2,10,27,5,15,2,60,3,1,15,3
G#,4,1,13,1,2,10,14,2,13,2,5,3
A,17,56,4,13,2,22,49,2,1,35,12,2
A#,8,9,43,16,2,26,16,26,6,14,129,3
B,25,6,5,2,42,2,2,24,1,2,24,7
