,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,6,2,19,16,3,46,4,22,17,22,26,6
C#,32,43,14,19,14,64,23,6,64,7,102,2
D,35,12,31,13,61,18,16,10,1,10,134,24
D#,21,34,21,36,6,25,14,6,17,70,34,6
E,10,3,7,1,15,39,8,4,3,6,27,1
F,64,153,68,58,33,12,3,30,22,3,35,13
F#,23,25,6,6,6,66,39,21,6,4,11,2
G,26,4,57,6,8,35,12,47,3,14,23,1
G#,10,24,1,13,5,48,39,8,55,3,12,5
A,18,3,27,22,1,47,2,17,7,26,19,11
A#,8,57,36,3,13,91,33,70,18,26,45,3
B,9,6,6,1,1,6,1,5,5,16,3,2
