,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,9,2,21,46,36,25,8,10,1,6,8,1
C#,1,79,2,15,23,13,79,6,20,14,7,5
D,19,5,63,15,2,119,44,20,1,46,53,3
D#,19,2,23,14,4,80,2,19,72,14,13,7
E,13,9,10,1,8,1,12,10,11,6,3,24
F,22,4,34,8,4,77,3,30,2,73,163,4
F#,16,6,19,2,12,1,4,8,25,40,68,17
G,9,5,4,6,4,22,2,17,1,39,40,13
G#,1,7,21,6,5,1,47,1,18,1,3,2
A,28,20,53,60,4,16,26,5,1,39,27,8
A#,20,2,154,26,1,67,1,30,2,7,90,11
B,2,1,2,13,6,1,2,2,1,2,4,2
