,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,26,17,18,50,1,21,4,19,63,8,36,3
C#,23,19,24,10,3,25,20,2,22,3,8,2
D,14,8,50,18,3,58,18,13,1,2,17,4
D#,17,19,10,45,1,44,25,68,9,24,23,7
E,3,6,3,2,14,11,8,4,1,30,12,23
F,25,12,39,44,11,60,6,17,12,31,72,6
F#,6,16,4,22,4,12,27,10,2,9,29,9
G,28,3,20,23,4,28,12,54,3,22,61,3
G#,320,10,2,9,84,2,16,12,12,2,10,7
A,33,20,4,25,2,12,9,28,6,19,33,18
A#,24,38,41,36,9,61,12,27,7,42,112,7
B,3,1,3,8,2,1,6,8,7,12,7,5
