,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,21,2,4,6,1,4,12,2,9,2,2,1
C#,1,116,15,9,40,1,23,1,22,64,1,45
D,8,22,33,1,13,1,10,8,4,9,2,19
D#,4,14,1,23,9,8,9,1,8,1,1,19
E,17,60,38,11,100,2,41,2,47,16,4,3
F,1,2,2,2,2,4,6,72,1,49,1,1
F#,2,23,17,13,66,5,145,2,32,27,4,5
G,2,1,9,6,6,72,3,44,5,1,8,137
G#,14,26,2,8,46,1,41,2,120,35,1,49
A,2,49,1,2,27,2,51,5,54,37,16,76
A#,33,2,2,1,2,1,1,1,3,2,2,1
B,2,19,3,19,12,1,7,28,42,112,2,74
