,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,27,11,7,6,4,20,4,3,25,4,21,10
C#,8,372,40,12,49,12,40,32,102,183,39,42
D,3,35,282,4,30,16,57,60,66,116,8,44
D#,27,39,29,91,10,6,3,12,15,33,18,27
E,8,145,78,21,165,25,10,28,21,187,1,26
F,20,52,2,18,37,50,2,2,8,6,4,30
F#,3,36,124,27,21,56,53,10,15,16,50,31
G,7,48,86,31,44,7,16,77,4,29,3,2
G#,4,54,30,27,74,40,12,4,69,27,21,21
A,18,95,53,35,212,14,89,84,37,376,16,49
A#,10,9,9,24,13,60,150,28,38,6,61,8
B,4,27,10,6,59,20,50,12,4,82,6,147
