,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,45,22,2,35,17,12,18,8,39,18,22,4
C#,22,229,7,73,50,73,73,21,96,66,66,55
D,2,8,15,5,4,5,9,2,7,8,2,11
D#,31,99,6,113,36,20,56,18,86,26,22,19
E,16,77,4,38,143,3,37,30,45,43,16,26
F,10,62,4,23,16,63,15,4,50,2,21,6
F#,20,66,11,65,42,8,151,11,76,53,32,32
G,17,11,3,19,18,4,8,60,30,13,18,10
G#,39,121,8,87,82,47,79,25,350,35,31,48
A,13,47,9,19,44,7,49,19,65,180,3,24
A#,22,49,1,33,13,12,37,9,62,2,61,6
B,5,40,8,23,29,6,34,4,46,33,13,87
