,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,32,50,15,193,32,49,8,31,46,8,58,33
C#,46,28,17,127,51,102,46,20,90,19,26,20
D,41,3,27,33,45,263,75,12,28,3,12,27
D#,146,141,39,348,38,110,279,231,68,6,130,13
E,6,3,6,8,59,9,30,16,16,122,36,35
F,47,36,12,105,6,149,12,42,302,18,200,2
F#,6,47,29,100,9,12,32,28,28,15,122,93
G,18,3,15,67,12,75,2,71,72,6,296,244
G#,111,147,15,88,12,66,10,72,111,3,217,11
A,15,21,98,18,57,6,15,15,6,128,8,65
A#,60,104,289,325,9,82,30,115,100,3,560,14
B,36,6,217,108,83,8,9,57,2,45,26,197
