,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,6,12,2,8,4,20,8,15,6,10,1,2
C#,2,61,33,18,4,75,78,4,24,6,37,23
D,2,28,15,32,11,2,68,4,4,21,6,91
D#,9,32,12,34,9,20,18,4,32,0,9,18
E,4,8,24,6,2,5,51,41,4,6,2,38
F,4,26,6,20,3,13,5,18,33,0,2,57
F#,2,38,2,25,43,6,45,20,20,7,62,10
G,29,6,12,27,12,6,58,2,8,6,2,16
G#,18,24,0,13,0,28,22,2,18,5,8,19
A,7,9,18,0,15,0,3,12,12,24,2,0
A#,2,68,4,6,6,6,29,4,6,12,10,13
B,10,52,103,52,30,16,4,10,1,2,2,10
