,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,283,96,44,64,48,96,1,82,23,4,88,21
C#,119,90,5,55,101,51,1,19,22,17,38,30
D,8,9,10,3,11,29,1,3,6,1,14,20
D#,26,89,2,43,10,32,16,15,67,2,36,25
E,4,54,12,25,31,30,4,93,8,15,2,12
F,31,16,7,51,18,119,9,61,177,6,54,14
F#,1,6,5,6,14,6,9,19,9,17,24,1
G,109,13,3,1,11,101,2,15,157,3,112,3
G#,140,21,5,26,20,16,39,180,47,10,64,83
A,4,36,1,20,6,6,5,3,7,11,5,1
A#,60,95,27,22,17,54,20,34,109,1,24,21
B,21,22,44,46,3,29,6,1,19,15,23,19
