,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,67,16,55,39,4,48,12,78,6,5,14,25
C#,19,13,4,7,3,7,7,15,11,1,2,1
D,72,6,41,79,5,16,4,13,23,2,4,20
D#,9,2,92,55,2,22,6,47,5,3,5,2
E,13,3,2,8,8,1,7,4,8,1,2,1
F,44,9,30,19,13,35,3,24,18,4,8,5
F#,10,2,2,1,6,8,3,3,12,5,6,1
G,100,11,16,17,7,51,5,85,49,6,13,6
G#,12,9,1,8,1,12,12,61,27,2,10,12
A,7,5,5,1,9,2,10,4,6,1,4,2
A#,6,11,5,6,2,7,1,12,16,7,26,10
B,11,3,9,10,4,3,1,20,9,1,15,28
