,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,154,23,25,79,32,221,4,38,37,17,46,10
C#,14,30,10,20,15,86,16,6,27,3,11,6
D,21,1,22,5,18,18,4,24,1,15,2,21
D#,18,9,4,21,1,28,8,27,44,14,8,3
E,6,5,5,1,6,18,3,86,8,8,7,1
F,56,17,6,9,7,112,11,74,193,48,101,2
F#,4,10,2,10,4,2,5,16,10,6,35,3
G,101,2,18,1,2,37,1,62,24,9,92,16
G#,153,50,3,28,4,42,18,10,30,12,36,4
A,50,11,16,4,14,19,1,15,18,11,25,2
A#,93,78,14,20,34,45,7,6,4,25,37,2
B,20,1,10,2,4,1,2,4,3,1,3,2
