,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,14,8,4,60,2,17,4,2,35,7,14,1
C#,16,125,5,72,43,97,122,12,67,2,114,64
D,5,8,52,2,4,89,4,1,15,14,111,32
D#,30,63,15,247,30,107,146,121,123,30,348,66
E,1,34,15,28,11,22,24,38,35,2,6,31
F,15,54,52,95,11,340,20,23,136,4,106,10
F#,2,88,1,131,19,38,76,16,26,2,111,77
G,10,22,2,105,38,28,7,196,53,10,51,18
G#,43,113,3,101,16,40,43,44,112,4,154,72
A,9,1,12,28,47,4,2,11,12,20,25,6
A#,27,149,142,382,8,86,79,62,89,24,472,24
B,4,74,42,75,28,24,68,8,42,8,31,74
