,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,88,20,72,19,50,45,4,59,3,45,24,49
C#,9,22,114,8,114,7,6,46,3,37,13,12
D,47,83,193,27,134,118,242,61,3,124,17,48
D#,2,19,16,26,79,15,24,17,10,14,10,1
E,53,23,96,43,35,79,92,162,3,94,16,20
F,9,10,71,14,60,52,31,40,15,87,42,18
F#,2,2,96,8,108,5,54,73,6,215,12,32
G,63,35,32,5,63,46,63,62,24,125,79,79
G#,17,6,8,17,86,1,83,3,11,47,2,18
A,90,161,296,35,45,49,76,69,26,133,71,43
A#,38,8,47,18,23,25,8,25,4,78,82,18
B,74,8,57,1,5,7,21,59,1,94,11,29
