,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,24,15,8,2,6,2,6,11,17,8,1,7
C#,14,131,10,4,29,78,24,14,41,56,11,25
D,6,15,31,4,14,8,9,1,7,27,6,23
D#,20,26,1,18,4,2,16,4,6,12,3,12
E,16,57,20,9,64,3,15,3,31,24,69,41
F,2,12,13,2,3,43,5,1,3,4,7,4
F#,2,27,15,40,11,4,29,3,17,25,5,11
G,6,2,7,16,10,4,3,21,6,5,1,2
G#,7,23,14,16,74,13,10,6,96,7,2,6
A,5,31,19,8,47,3,44,11,14,141,1,10
A#,2,2,193,3,1,14,7,4,2,1,12,2
B,3,18,13,2,20,3,21,4,34,24,1,94
