,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,22,22,12,1,9,46,2,10,1,81,32,3
C#,2,36,2,11,4,5,23,1,10,7,5,1
D,17,11,83,1,7,4,1,19,3,14,2,7
D#,3,16,7,2,2,1,2,10,9,4,3,14
E,29,2,15,2,42,10,27,17,32,6,4,1
F,97,3,13,6,17,34,20,9,9,18,20,9
F#,1,23,2,2,1,14,1,2,2,2,4,13
G,13,2,9,4,26,26,1,46,5,11,1,3
G#,11,12,16,11,39,9,2,2,7,12,5,1
A,19,4,18,2,9,80,4,16,7,74,13,3
A#,8,6,3,2,10,22,4,16,3,19,20,20
B,8,17,5,2,2,3,19,5,1,1,1,44
