,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,5,23,8,12,7,1,6,7,125,4,1,47
C#,4,3,2,11,12,29,1,7,4,2,1,29
D,8,4,1,2,11,5,68,4,6,21,4,91
D#,1,6,6,4,18,3,13,4,8,21,53,33
E,15,6,24,25,35,1,20,51,16,21,6,93
F,2,2,3,5,2,23,4,5,10,8,6,1
F#,14,10,2,22,14,4,2,11,17,23,23,29
G,13,4,3,4,89,2,22,16,8,6,5,22
G#,12,14,1,3,12,21,4,29,18,12,8,22
A,2,10,18,10,27,1,36,29,4,11,2,18
A#,38,3,2,59,5,6,1,11,2,4,8,26
B,22,12,1,22,68,5,39,55,29,46,27,90
