,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,67,8,10,15,2,13,6,4,7,18,39,4
C#,15,62,20,2,7,90,7,2,1,5,22,2
D,23,4,59,10,33,23,4,13,3,10,23,1
D#,15,11,16,20,5,10,9,4,5,13,14,1
E,5,4,51,3,9,4,5,14,9,24,15,5
F,25,43,14,37,3,208,16,76,6,29,75,12
F#,3,6,5,8,1,33,29,2,6,1,6,9
G,3,7,13,3,8,82,4,17,7,1,8,6
G#,6,5,9,5,3,4,1,2,20,1,11,1
A,20,11,3,4,31,12,10,5,3,27,16,2
A#,10,53,46,13,4,52,7,5,15,9,75,4
B,2,1,18,5,7,4,10,1,14,9,1,2
