,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,8,3,3,3,19,10,8,1,1,4,46,8
C#,3,5,4,1,3,7,1,1,2,1,4,13
D,2,4,18,4,26,6,10,3,4,2,2,16
D#,17,1,4,2,7,1,4,18,2,6,30,3
E,1,10,19,4,9,3,29,20,4,10,1,3
F,10,3,8,1,1,3,1,3,3,13,71,2
F#,21,1,2,1,1,1,1,8,1,10,8,3
G,16,2,2,1,3,18,6,11,1,1,1,5
G#,8,6,1,7,1,4,8,1,3,2,4,6
A,30,1,18,2,1,3,5,1,1,13,1,7
A#,42,2,5,6,1,4,1,11,9,1,3,10
B,8,15,8,6,8,6,1,16,2,2,11,6
