,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,2,23,2,81,24,8,2,11,125,6,112,32
C#,126,15,2,40,4,29,20,32,14,8,63,22
D,3,5,8,3,11,2,68,4,6,21,12,91
D#,18,77,5,53,2,3,2,22,89,4,53,10
E,16,8,24,5,3,14,51,5,3,6,1,38
F,45,21,4,5,16,23,1,5,10,8,24,57
F#,6,2,2,2,43,3,3,12,3,8,23,3
G,16,35,3,3,2,33,3,9,16,6,6,4
G#,129,17,9,72,3,21,8,29,34,11,24,9
A,13,18,18,4,15,4,4,12,4,24,11,0
A#,38,91,6,59,1,16,18,8,63,13,8,11
B,8,32,3,11,30,5,4,4,1,2,19,10
