,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,536,38,100,382,30,103,8,41,38,25,54,1
C#,51,120,10,32,84,18,2,1,26,12,15,6
D,38,4,167,82,32,66,35,113,15,24,10,20
D#,118,16,16,353,4,79,92,230,152,13,27,13
E,17,8,20,1,58,20,2,100,10,19,34,27
F,35,7,13,17,8,268,11,101,51,38,78,24
F#,9,4,2,8,4,1,139,11,7,112,16,12
G,199,16,37,53,13,45,2,495,62,51,196,60
G#,149,38,7,35,12,14,7,68,448,8,43,17
A,106,6,45,47,16,17,3,31,3,104,35,15
A#,84,126,87,86,21,15,12,34,25,19,114,2
B,14,2,111,17,26,6,9,4,2,3,1,23
