,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,16,2,6,2,38,13,18,9,8,31,6,7
C#,4,8,9,1,20,4,17,9,16,5,8,8
D,6,8,8,2,9,3,8,6,1,16,3,20
D#,1,12,1,13,15,2,19,5,4,10,2,50
E,23,13,13,13,31,6,18,87,20,37,17,74
F,14,2,9,6,4,12,2,1,4,1,2,6
F#,14,5,7,28,25,1,37,7,13,39,2,49
G,17,6,15,8,41,5,17,12,6,18,16,32
G#,10,5,4,6,31,3,2,2,8,6,1,30
A,30,5,6,18,47,8,24,15,12,14,2,35
A#,4,29,5,1,10,8,3,4,2,2,2,10
B,17,5,19,40,82,10,48,29,32,38,11,106
