,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,33,3,16,37,30,7,4,14,8,8,6,4
C#,5,2,3,1,4,5,2,8,2,1,1,21
D,15,1,26,12,15,28,8,13,1,12,6,18
D#,13,6,9,5,2,6,24,6,10,25,2,6
E,22,1,15,1,13,5,5,27,6,4,2,4
F,15,1,14,11,5,8,3,30,16,8,4,5
F#,8,4,7,9,3,6,8,8,2,19,8,6
G,22,9,12,6,24,7,6,29,3,16,5,31
G#,9,1,7,3,5,10,5,1,14,2,4,5
A,6,12,19,8,4,9,15,14,2,18,5,10
A#,6,6,8,2,11,4,2,6,3,6,15,2
B,15,1,19,2,4,25,3,14,1,6,2,2
