,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,49,3,15,4,18,47,9,13,17,14,34,5
C#,7,16,1,4,2,40,15,5,20,6,28,6
D,8,3,4,1,21,8,1,4,9,7,16,2
D#,5,4,1,8,6,3,19,3,10,9,17,1
E,19,1,11,3,5,18,1,13,6,12,12,5
F,36,32,13,5,21,53,2,28,36,22,41,12
F#,9,12,2,12,4,4,7,2,8,5,13,3
G,23,13,3,2,5,24,3,19,4,19,31,5
G#,21,27,13,20,5,26,6,3,20,1,12,8
A,16,9,9,4,7,19,3,22,4,15,11,6
A#,27,18,9,19,16,55,9,32,20,15,61,2
B,7,10,1,1,4,4,1,4,8,1,5,13
