,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,61,76,5,56,11,1,18,4,32,18,20,10
C#,70,249,19,69,102,40,64,10,106,65,31,43
D,1,20,17,13,8,4,13,4,37,6,2,3
D#,33,107,3,137,57,31,64,9,48,21,10,32
E,9,121,6,61,182,14,37,10,78,23,4,19
F,4,38,3,43,3,40,21,6,32,5,9,16
F#,26,52,4,83,55,20,121,11,54,47,18,2
G,3,2,1,6,11,8,12,32,44,6,14,29
G#,31,113,5,48,86,27,68,34,286,47,40,14
A,28,40,11,16,26,7,59,3,61,109,14,19
A#,22,25,1,9,8,7,14,12,49,13,30,12
B,24,24,3,11,15,21,15,4,9,34,10,63
