,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,161,5,60,30,47,53,13,47,18,71,44,25
C#,15,23,15,8,36,12,8,11,13,27,13,21
D,50,16,97,15,41,50,5,32,8,33,15,34
D#,29,19,11,53,11,9,11,21,14,16,7,21
E,42,38,42,16,102,45,21,61,31,66,15,30
F,56,7,60,15,39,112,3,45,9,63,25,13
F#,17,13,10,7,24,6,18,8,6,22,4,14
G,54,14,29,15,57,48,10,93,6,40,35,4
G#,13,11,6,8,24,14,12,8,30,25,8,21
A,69,23,33,12,61,67,32,38,22,116,23,46
A#,41,11,17,17,22,23,5,33,7,20,68,69
B,27,22,16,5,45,9,11,8,16,42,7,66
