,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,7,12,5,6,9,20,16,9,8,12,3,14
C#,14,90,51,13,82,19,67,60,18,12,58,64
D,2,54,55,14,18,17,93,56,10,5,19,74
D#,3,14,4,20,18,36,33,11,12,5,26,34
E,16,77,32,12,75,16,50,136,14,9,76,52
F,4,15,9,10,16,14,50,7,9,9,1,33
F#,21,50,95,41,77,28,166,50,26,25,53,134
G,9,57,43,21,92,23,47,78,13,9,64,97
G#,10,22,10,7,11,9,21,2,26,15,15,28
A,14,22,7,2,5,2,25,25,1,16,6,9
A#,7,76,23,23,68,2,59,43,9,5,44,57
B,14,59,84,21,94,17,139,76,31,11,51,154
