,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,244,36,68,6,187,71,21,28,1,19,2,61
C#,12,43,21,50,64,30,27,12,6,15,59,93
D,67,40,40,49,55,116,6,27,32,9,42,4
D#,6,71,75,4,68,36,164,56,6,75,6,36
E,32,50,58,83,171,36,73,134,195,68,72,181
F,29,30,6,81,22,176,18,116,24,70,84,10
F#,9,54,26,12,104,18,45,9,155,96,42,176
G,119,6,22,39,19,38,9,88,6,85,101,40
G#,2,48,13,60,84,57,131,10,73,40,30,146
A,54,58,26,3,41,52,9,69,99,81,24,190
A#,111,76,140,12,68,125,18,40,6,18,38,49
B,47,41,12,206,220,48,157,7,66,130,10,920
