,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,121,17,55,67,11,67,14,48,79,18,72,13
C#,16,32,10,21,12,42,5,16,25,9,31,7
D,36,2,88,45,3,58,14,33,32,12,94,16
D#,92,24,25,121,6,53,50,105,66,15,123,13
E,21,4,3,3,7,19,9,12,9,1,10,4
F,61,35,53,56,14,109,8,37,90,21,120,15
F#,15,9,9,33,8,12,29,7,8,24,33,6
G,44,15,27,81,15,54,8,93,44,10,109,12
G#,98,26,41,72,10,88,5,20,116,7,78,25
A,18,15,14,9,19,6,25,17,8,26,30,5
A#,45,44,93,168,13,95,23,105,87,30,250,7
B,15,3,15,16,2,16,4,19,23,15,10,15
