,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,53,4,21,92,36,107,2,22,6,23,10,7
C#,4,2,29,1,4,6,18,14,1,2,3,3
D,12,4,10,7,7,21,1,27,2,4,9,2
D#,9,1,12,9,20,27,12,47,27,7,59,1
E,14,1,4,1,2,9,18,26,2,4,2,2
F,50,3,8,11,6,43,1,16,41,54,34,1
F#,4,6,3,45,54,1,90,4,9,3,4,37
G,91,1,7,4,4,17,2,27,9,16,18,17
G#,58,1,5,4,11,7,1,5,7,1,8,1
A,49,4,6,8,3,13,2,18,2,13,19,3
A#,26,16,22,10,5,13,9,4,2,9,17,1
B,13,3,8,5,6,5,32,1,1,1,1,1
