,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,10,20,35,22,8,2,4,23,2,20,14,19
C#,4,3,15,3,4,4,8,4,1,37,17,4
D,38,10,111,16,17,10,50,76,6,22,18,21
D#,6,5,39,14,3,19,4,21,1,14,20,2
E,4,3,29,3,6,79,10,17,3,4,5,11
F,2,3,3,25,3,3,31,6,1,9,9,18
F#,11,2,22,7,8,5,8,23,1,41,7,5
G,31,15,30,12,14,9,25,51,3,31,43,31
G#,17,6,7,2,3,1,1,6,11,11,1,2
A,35,10,34,22,8,49,10,38,8,10,9,25
A#,6,9,39,20,8,9,10,17,3,20,16,5
B,12,7,30,2,13,3,10,13,4,27,3,20
