,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,66,0,16,36,36,57,5,29,18,58,32,9
C#,1,4,2,6,6,1,6,1,2,10,2,15
D,22,2,49,25,7,108,5,47,20,7,46,31
D#,8,5,25,158,19,24,41,202,50,24,85,48
E,29,16,7,10,47,17,21,43,61,12,2,37
F,41,1,66,43,16,105,6,52,81,48,61,18
F#,5,5,2,42,11,7,21,6,9,42,2,46
G,41,4,43,103,31,43,1,127,28,8,180,29
G#,35,4,20,37,50,45,7,32,45,17,55,123
A,74,3,4,21,10,45,25,7,9,39,10,52
A#,19,2,92,156,3,61,4,74,49,6,147,18
B,21,10,43,53,66,25,56,17,98,28,9,122
