,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,4,23,2,60,8,1,8,7,5,1,4,47
C#,1,7,1,8,33,29,5,6,5,13,28,28
D,9,2,9,19,4,14,1,2,6,1,42,8
D#,42,28,8,10,7,30,30,4,18,4,10,31
E,12,20,1,14,63,1,6,51,23,55,6,39
F,2,2,20,10,2,22,4,20,15,4,45,1
F#,8,10,2,22,25,4,1,11,12,18,2,32
G,12,4,12,6,89,1,22,44,1,4,75,22
G#,26,8,12,22,8,28,3,1,28,13,4,31
A,2,15,1,9,51,4,13,4,6,12,2,25
A#,12,12,44,22,6,38,1,61,10,4,4,2
B,22,39,1,51,36,5,29,5,22,16,4,14
