,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,18,4,9,7,1,14,1,15,13,3,39,7
C#,5,14,6,9,9,5,4,32,9,5,2,9
D,10,6,8,6,3,13,3,15,8,3,9,5
D#,26,8,4,56,3,7,7,51,11,9,17,10
E,1,6,3,6,5,1,5,3,12,3,2,4
F,11,31,5,20,2,20,3,8,8,1,7,4
F#,1,5,28,6,3,25,5,33,9,10,3,12
G,10,31,19,50,60,10,34,30,28,4,51,3
G#,20,7,16,8,7,12,8,10,22,20,14,8
A,11,4,2,1,5,2,4,10,5,9,19,7
A#,17,6,15,35,4,1,6,56,18,7,31,7
B,1,17,2,5,9,4,8,6,10,5,9,22
