,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,4,3,4,5,14,4,9,5,7,36,1,14
C#,49,104,20,5,67,2,41,3,28,48,6,27
D,13,16,72,20,15,15,7,13,11,1,12,6
D#,1,3,11,27,7,12,17,4,1,2,2,8
E,15,49,11,11,115,3,22,1,39,40,1,23
F,5,4,11,19,1,1,1,33,1,7,17,1
F#,2,26,10,3,27,3,118,1,15,44,4,11
G,2,3,2,2,5,30,1,2,4,2,14,12
G#,3,31,5,16,19,2,8,3,51,15,5,34
A,39,70,5,4,21,11,41,29,10,68,1,13
A#,4,6,36,7,2,9,6,25,6,7,4,1
B,2,30,5,2,39,16,8,4,11,16,2,45
