,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,130,21,15,16,4,14,28,6,6,23,97,15
C#,35,113,8,19,9,30,24,5,32,18,22,26
D,6,26,84,27,12,117,40,21,36,21,31,29
D#,22,31,36,181,3,56,79,23,21,34,42,38
E,4,10,12,15,38,13,12,33,7,23,12,8
F,18,34,104,73,18,153,24,13,67,18,66,38
F#,23,32,41,82,12,33,144,12,23,53,45,37
G,1,4,11,18,30,34,14,117,10,15,19,19
G#,14,24,27,25,9,72,33,19,122,5,24,56
A,24,10,27,30,33,23,44,7,19,148,20,11
A#,95,21,42,52,6,45,37,26,44,23,439,25
B,3,15,43,28,13,36,58,10,43,15,38,110
