,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,14,10,15,2,8,14,6,4,5,17,6,12
C#,18,66,23,12,65,4,24,18,79,6,42,33
D,6,10,20,11,1,12,7,3,25,6,16,28
D#,4,80,23,159,34,10,112,33,107,20,42,125
E,4,109,5,51,74,1,54,1,41,4,26,39
F,5,82,26,10,2,56,18,6,9,17,12,28
F#,6,24,8,156,67,6,113,4,28,25,20,64
G,7,4,8,52,25,8,3,11,18,1,18,9
G#,4,36,30,73,89,38,47,12,115,6,32,100
A,12,22,1,16,6,29,15,2,3,23,14,7
A#,17,12,6,67,19,9,32,45,54,10,24,21
B,10,10,13,136,22,24,86,16,92,3,57,94
