,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,660,52,63,116,91,152,33,69,63,45,39,16
C#,66,79,12,20,15,88,10,6,20,5,48,6
D,20,4,250,54,33,100,30,113,20,48,48,38
D#,80,36,22,234,10,54,43,75,62,8,36,39
E,44,4,28,10,246,46,6,111,18,29,10,24
F,83,50,76,32,49,319,24,59,128,68,94,76
F#,15,14,9,32,5,25,97,29,14,45,47,20
G,166,8,47,58,44,34,19,577,52,17,93,54
G#,97,50,26,23,10,99,26,44,176,5,55,28
A,109,3,73,10,10,31,12,14,5,68,16,11
A#,46,58,70,70,18,47,38,49,62,20,496,34
B,14,15,82,50,35,63,14,23,18,6,26,96
